relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-03916,ZLH-105,ZLH-127,交游,交游,交游,,交游,,,formal,25,low,"热情,首先是鲁迅、茅盾、丁玲、曹靖华、洛扬(冯雪峰)、突如(夏衍)、适夷等联名发表祝词《高尔基的四十年创作生活一一我们的庆祝》,盛赞他的革命功绩,称颂他“是新时; 作家一一巴金、王统照、包天笑、沈起予、林语堂、洪深、周瘦鹃、茅盾、陈望道、郭沫若、夏七葛、张天翼、傅东华、叶绍钧、郑振铎、郑伯奇、赵家璧、黎烈女、鲁迅、谢冰心、; 号),贺词由鲁迅、荠眉、丁玲、曹靖华、洛扬(冯雪峰)、突如(夏衍)、适夷",左联史 第139页; 左联史 第440页; 左联史 第494页; 左联史 第688页,5,SRC-0573;SRC-0250;SRC-0817;SRC-0751,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03917,ZLH-105,ZLH-128,交游,交游,交游,,交游,,,formal,25,low,"陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶圣陶、郁达夫、陈望道、柳亚子、俞颂华、黄绍雄、傅家章、樊仲云、夏与尊、黎烈文、王鲁彦、赵家壁、蔡慕晖、彭芳草、马国亮、梁; 作家一一巴金、王统照、包天笑、沈起予、林语堂、洪深、周瘦鹃、茅盾、陈望道、; (文学出版社,1936),收《林语堂论一一关于他的发展的一个脓望》《张天翼论》《目前为什么没有伟大的作品产生一一答〈春光〉杂志问》《论速写》《关于创作经验》《",左联史 第236页; 左联史 第440页; 左联史 第673页,4,SRC-1066;SRC-0250;SRC-1047,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03918,ZLH-105,ZLH-129,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"外还有柳亚子、叶圣陶、郁达夫、胡愈之、徐调乍、宋云彬、傅彬然、穆时英、施蛮存、顾均正、陈望道、李剑华、李兰、赵铭彝、张耀华、林克多等社会名流和进步作家。中苏复交; 子的《一幅剪影》、《一侍女》,沈起予的《虚脚楼》,何典(茅盾〉的《喜剧》,耶林的《村中》,文君(杨之华)的《豆腐阿姐》,慧中(彭慧)的《米》等小说;适夷的剧本《; 左联作家有鲁迅、茅盾、楼适夷、沈起予、郑伯奇、冯雪峰、钱杏郭、田汉、洪深",左联史 第140页; 左联史 第143页; 左联史 第201页; 左联史 第233页; 左联史 第236页,5,SRC-0788;SRC-0888;SRC-0525;SRC-0828;SRC-1066,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-03919,ZLH-105,ZLH-130,交游,交游,交游,,交游,,,formal,25,low,"左联作家有鲁迅、茅盾、楼适夷、沈起予、郑伯奇、冯雪峰、钱杏郭、田汉、洪深、彭康、朱镜我、丁九(应修人)、丁玲、潘汉年、郝达夫、戴平万等,还有许多进步作家如胡愈之; 33),是一位优秀的左翼作家。沈起予(1903一1970)沈起予是后期创造社成员、左翼作家。笔名绮雨,四川巴县人。年月日,出席中国左翼作家联盟成立大",左联史 第201页; 左联史 第482页,3,SRC-0525;SRC-0857,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03920,ZLH-105,ZLH-132,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"联系,主要通过史沫特莪、斯诺、伊罗生等美国朋友;与日本的联系,主要是通过内山完造、山上正义、屏崎秀实、鹿地亘、山本实彦等日本友人。这些国际友人,又都是鲁迅个人的",左联史 第89页,1,SRC-0717,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03921,ZLH-105,ZLH-133,交游,交游,交游,,交游,,,formal,25,low,"欧美的联系,主要通过史沫特莪、斯诺、伊罗生等美国朋友;与日本的联系,主要是通过内山完造、山上正义、屏崎秀实、鹿地亘、山本实彦等日本友人。这些国际友人,又都是鲁迅; 个时代》《高尔基的〈夜店)》;沈起予有论文《演剧的技术论》、《中国的五月与日本帝国主义》、《法国的新兴文坛》;王任叔有《十二个牺牲者;马宁有《西伯利亚》等。二、",左联史 第89页; 左联史 第91页,3,SRC-0717;SRC-0818,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03922,ZLH-105,ZLH-134,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"内山完造、山上正义、屏崎秀实、鹿地亘、山本实彦等日本友人。这些国际友人,又都是鲁迅个人的朋友,左联的许多事情,都同鲁迅的生活、创作密不可分,因而这些外国朋友的相",左联史 第89页,1,SRC-0717,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-03923,ZLH-105,ZLH-136,交游,交游,交游,,交游,,,formal,25,low,"会议准月在沪开会》,还发表了宋庆龄的宣言《反对帝国主义战争1》同时传出一个令人振奋的消息:法国著名作家、杰出的反法西斯战士巴比塞已在来华途中,不久将抵达上海,; 洪深、郑伯奇、华汉(阳翰笙)、沈起予以及叶圣陶、柳亚子、鲁彦、施蛮存等位知名作家约稿,请他们各自撰文谈谈自己走过的文学道路、创作的甘苦,他将这些编为《创作的",左联史 第189页; 左联史 第494页,3,SRC-0815;SRC-0817,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03924,ZLH-105,ZLH-137,交游,交游,交游,,交游,,,formal,0,low,"品.“(侍桁《文坛上的新人早。沈起予(1903一1970)左翼作家、翻译家。笔名绮雨,四川巴县人。创造社成员。年月日出席中国左翼作家联盟成立大会,为",左联词典 第228页,1,SRC-0145,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03925,ZLH-105,ZLH-139,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"彬然、穆时英、施蛮存、顾均正、陈望道、李剑华、李兰、赵铭彝、张耀华、林克多等社会名流和进步作家。中苏复交之时又适逢十月革命胜利周年。为庆祝这两件大事,左联机; 左联史陆晶清、薛铁珊、梅龚彬、陈望道、蔡慕晖、邓初民、孙师毅、乐嗣炳、辛树帜、高希圣、郭真、彭芳草、任白涛、谢韵心、张晓柳、施复亮、胡秋原、唐鸣时、沈嗣庄、余云; 、华蒂(以群)、张天翼、叶沉、沈起予,还有陈望道、潘梓年、西谛(郑振铎)",左联史 第140页; 左联史 第142页; 左联史 第161页; 左联史 第201页; 左联史 第233页,5,SRC-0788;SRC-0664;SRC-0670;SRC-0525;SRC-0828,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-03926,ZLH-105,ZLH-141,交游,交游,交游,,交游,,,formal,25,low,"乡》,翻译小说《兵士和农民》(高尔基)、《伦敦的卵啡店》和《车夫与木匠》(均贾克.伦敦)、《矿工的话》(卞尔斯)、《动物园》(U.辛克菜)以及《贾克.伦散自传》; 谢冰莹、顾凤城等人。02.庆祝高尔基创作活动周年世界无产阶级革命文豪、苏联作家高尔基从事文学创作,到年月,满周年了。月日,苏联全国定为“; 等位中国左翼作家联名的贺词《高尔基的四十年创作生活》,是发表左翼文学作",左联史 第91页; 左联史 第139页; 左联史 第153页; 左联史 第483页; 左联史 第494页,5,SRC-0818;SRC-0573;SRC-1032;SRC-1092;SRC-0817,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03927,ZLH-105,ZLH-142,交游,交游,交游,,交游,,,formal,25,low,"秀侠、王一榴、冯乃超、龚冰庐、沈起予、华汉(阳翰笙)、蒋光慈、钱杏邬(阿英)、冯润璋、魏金枝、张天翼、戴平万、孟超、冯宪章、洪灵菲、王任叔、森堡(任钧)、马宁、; 《普罗文艺的师表一一高尔基》。沈起予译过高尔基的《给青年作家》、《论散文》、《戏曲论》、《儿童文学的“主题“论》、《论创作技巧。王任叔译过高尔基《论剧》,叶以",左联史 第89页; 左联史 第688页,3,SRC-0717;SRC-0751,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03928,ZLH-105,ZLH-143,交游,交游,交游,,交游,,,formal,25,low,"波丁作绮影译)、《论高尔基》(罗曼罗兰作寒琪译)、《高尔基与托尔斯泰》(卢那察尔斯基作沈起予译)、《高尔基和工人作家的谈话; 诗欣》;伟《高龙芭》、梅里美作沈起予译,载《新中华》;仪《国赖得的真珠》(仿西班牙体),梅立楣作穆木天译,载《时事新报.青光》;仪《笑的肇祸》,巴尔扎克作关霰译; 697仁《欢迎这光焰的太阳》,罗曼罗兰作适夷译,载《文艺新闻》;与《贝多汶的政见》,罗曼罗兰作何家槐诉,载《光",左联史 第139页; 左联史 第710页; 左联史 第711页,4,SRC-0573;SRC-0660;SRC-0724,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03929,ZLH-105,ZLH-144,交游,交游,交游,,交游,,,formal,25,low,"宁、兹洛托夫发表演说,法国作家巴比塞也到会祝贺。这一天,高尔基被授予列宁勋章,历史悠久的莫斯科艺术剧院改名高尔基剧场,高尔基的出生地尼日尼.诺夫戈罗德城更名高尔; 二十一个》(张天翼)、《碑》(沈起予)、《天地之死》(白薇)、《自由在垃圾桶里》(魏金枝)、《胆怯列车》(巴比塞作蓬子译)、《鹿》(Rarga; 时一度盛传国际反战同盟将派法国巴比塞和英国威尔斯两位著名作家来华出席大会,当时“左联内部酝",左联史 第139页; 左联史 第153页; 左联史 第189页; 左联史 第483页; 左联史 第548页,5,SRC-0573;SRC-1032;SRC-0815;SRC-1092;SRC-0630,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03930,ZLH-105,ZLH-145,地下通讯,地下通讯,地下通讯,,地下通讯,,,formal,25,low,"签名。年月,英国文豪萧伯纳来到上海,虽是极短暂的停留,洪深却有机会见到他,会见后,在《论语》“萧伯纳游华专号“上发表《幽默一一矛盾一一萧伯纳》一文,记; 年月,他去火车站欢迎英国文豪萧伯纳;4月,中共北平地下党组织为李大钊烈士迁薄举行了大规模的民众祭奠仪式,端木蕻良参加这一活动。月,他和方殷、臧云远合编左联机; 典剧》、A-卢那却尔斯基《关于萧伯纳》和傅东华译萧伯纳作《空中足球.新游",左联史 第458页; 左联史 第548页; 左联史 第717页,4,SRC-0709;SRC-0630;SRC-0799,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03931,ZLH-105,ZLH-147,交游,交游,交游,,交游,,,formal,25,low,"夜》、《都市之夜》、《生路》,沈起予《K絮》,孙席珍《战场上》、《战争中》、《到大连去及其他》、《金鞭》,李守章《战涉的人们》,王余杜《惜纷飞》;理论批评有钱杏; 文《新兴文学批评观的一斑》、《辛克莱和这个时代》《高尔基的〈夜店)》;沈起予有论文《演剧的技术论》、《中国; 论的专家,左联时期他蠢出版了《辛克莱评传》(1932)、《英国浪漫主义诗人》(1932)〉和《近代文艺思潮》(1932)等书。",左联史 第18页; 左联史 第91页; 左联史 第676页; 左联史 第711页,5,SRC-0725;SRC-0818;SRC-0800;SRC-0724,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03932,ZLH-105,ZLH-150,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"、黄素、王学文、郑伯奇、何畏、萧三、鄄达夫、陶商孙、方光然、金奎光、彭家煌、田汊、王一榴、董绍明、宣侠父、阿英、穆木天、魏金枝、夏衍、杨骚、杨潮、应修人、周毓英; 救亡统一战线。5.弘扬鲁迅精神萧三岩敬鲁迅,感情深厚。担任左联代表期间,特别是鲁迅逝世以后,他利用一切机会在各种集会上演讲,在报刊上撰写文章,与社会人士谈话,宣; 丹仁(冯雪峰)、郑伯奇、丁玲、沈起予、何畏、穆木天等数十人出席,何丹仁、",左联史 第25页; 左联史 第89页; 左联史 第142页,4,SRC-0695;SRC-0717;SRC-0664,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-03933,ZLH-106,ZLH-107,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日",左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03934,ZLH-106,ZLH-119,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,薇、(陈)北鸥、任白戈、艾芜、何家槐、辛人、辛劳、沈起予、杜吴慧、沙汀、周文、周扬、周钥鸣、武定河(冯雪睐)、东平、林淡秋、林焕平、林林、林娜(司马文森)、朐风,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03935,ZLH-106,ZLH-120,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03936,ZLH-106,ZLH-122,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,进步文化人如巴金、白朗、艾青、光未然、吴朗西、周学普、周椰伽、周木斋、孙十还、邵子南、姚克、胡兰畦、柯灵、陈白尘、陈占元、许天虹、张季纯、曹白、曹禺、黄源、傅东,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03937,ZLH-107,ZLH-117,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"翰笙编剧,应云卫导演,袁牧之、陈波儿等主演)、《清明时节》(姚莘农文,欧阳予倩编导,黎明晖、赵丹等主演)、《压岁钱》(夏衍编剧,张石川导演,龚秋霞、胡蓉蓉等主演",左联史 第388页,1,SRC-0699,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03938,ZLH-107,ZLH-119,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"、茅盾、王任梓、白薇、沈起孙、何家槐、李辉英、艾芜、阿英、洪深、郜达夫、张天翼、庄启东、郑伯奇、穆木天、魏猛克等左翼作家.专载通俗化的小说,散文,“文言体及语录",左联词典 第505页,1,SRC-0278,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03939,ZLH-107,ZLH-120,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧,左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03940,ZLH-107,ZLH-122,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"、柳谋、张庚、欧阳予倩、金山、孙师毅、孙瑜、袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日",左联史 第424页,1,SRC-0700,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03941,ZLH-107,ZLH-132,交游,交游,交游,,交游,,,formal,25,low,"剑云、郑正秋、许幸之、史东山、孙师毅、王人美、周伯勋、郑君里、舒绣文等余人出席。那晚,鲁迅先生也光临这一盛会,他的座位在瓦扬.古久列的正对面。田汉回忆说,欢",左联史 第191页,1,SRC-0170,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03942,ZLH-107,ZLH-139,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,左联史陆晶清、薛铁珊、梅龚彬、陈望道、蔡慕晖、邓初民、孙师毅、乐嗣炳、辛树帜、高希圣、郭真,左联史 第142页,1,SRC-0664,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-03943,ZLH-107,ZLH-141,交游,交游,交游,,交游,,,formal,25,low,国亮、柳倩、唐弧、高滔、痿鹤、孙师毅、旅冈、许幸之、许志行、许杰、许瑾、曹聚仁、陈子展、陈云从、曾虚白、庄启东、崔万秋、舒群、章混、张庚、张春桥、张梦麟、张沛霖,左联史 第579页,1,SRC-0618,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03944,ZLH-107,ZLH-144,交游,交游,交游,,交游,,,formal,25,low,"剑云、郑正秋、许幸之、史东山、孙师毅、王人美、周伯勋、郑君里、舒绣文等余人出席。那晚,鲁迅先生也光临这一盛会,他的座位在瓦扬.古久列的正对面。田汉回忆说,欢",左联史 第191页,1,SRC-0170,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03945,ZLH-107,ZLH-150,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,龚彬、陈望道、蔡慕晖、邓初民、孙师毅、乐嗣炳、辛树帜、高希圣、郭真、彭芳草、任白涛、谢韵心、张晓柳、施复亮、胡秋原、唐鸣时、沈嗣庄、余云岫、康选宜以及参加旁听的,左联史 第142页,1,SRC-0664,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03946,ZLH-112,ZLH-113,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,》(施蛟存等编)、《新文艺》(戴望舒、施蛰存等编)、《南国月刊》(田汉编),左联史 第17页,1,SRC-0280,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03947,ZLH-112,ZLH-114,组织隶属,待核验,待核验,,待核验,,,formal,75,high,"就向对卢氏恺想、著作了解较多的刘呐鸥和鲁迅先生请教,又路同辈文友戴望舒、江馥泉商讨,复又得陈望道先生",左联史 第682页,1,SRC-0715,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03948,ZLH-112,ZLH-115,交游,交游,交游,,交游,,,formal,25,low,"灵几、徐翔穆、杨邮人,沈起子、戴望舒、邸洵美、钱眉甸、穆时英、领均正、杜衡、施蛟存等仨",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03949,ZLH-112,ZLH-116,组织隶属,论战,论战,,论战,,,formal,100,critical,"》、《生路》,沈起予《K絮》,孙席珍《战场上》、《战争中》、《到大连去及其他》、《金鞭》,李守章《战涉的人们》,王余杜《惜纷飞》;理论批评有钱杏邻《作品论》、《; 》,杨郫人《狂澜》与《苍闷》,孙席珍《战场上》、《辛克莱译传》,冯宪章《梦后》、《叶山嘉树集》,何畏《文学方法论者蒲列哈诺夫》,戴望舒《啪物史观的文学论》,顾凤",左联史 第18页; 左联史 第231页,3,SRC-0725;SRC-0726,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no
REL-03950,ZLH-112,ZLH-119,创作合作,创作合作,创作合作,,创作合作,,,formal,25,low,"欢迎巴比塞代表团来华。同年,与戴望舒合编《现代创作仰刊》,收左联作家张天翼、丁玲、魏金枝、何家槐、穆木天等的作品种。1934; 达夫(王自立),杨骚(钦鸿),戴望舒、杜衡(以上应国靖),魏金枝、艾芜、沙汀、徐懋庸、周立波(以上王尔龄),茅眉、于伶(以上孔海珠),胡也频、草明(以上余仁凯)",左联词典 第205页; 左联词典 第563页,3,SRC-0897;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03951,ZLH-112,ZLH-120,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"达夫(王自立),杨骚(钦鸿),戴望舒、杜衡(以上应国靖),魏金枝、艾芜、沙汀、徐懋庸、周立波(以上王尔龄),茅眉、于伶(以上孔海珠),胡也频、草明(以上余仁凯)",左联词典 第563页,1,SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03952,ZLH-112,ZLH-122,组织隶属,合作,合作,,合作,,,formal,85,critical,"冯雪峰、柔石、蔡映裳、董绍明和许广平等共同发起举行庆祝活动。月日晚,庆祝晚会隆重举行,冯乃超准时出席。左联成立前后,冯乃超还参加上海艺术剧社的活动。192",左联史 第435页,1,SRC-0829,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-03953,ZLH-112,ZLH-123,交游,交游,交游,,交游,,,formal,25,low,、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋原、沈从文、王,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03954,ZLH-112,ZLH-127,创作合作,创作合作,创作合作,,创作合作,,,formal,25,low,"祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03955,ZLH-112,ZLH-128,交游,交游,交游,,交游,,,formal,25,low,陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋原、沈从文、王鲁彦、赵,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03956,ZLH-112,ZLH-129,交游,交游,交游,,交游,,,formal,25,low,"23日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋; 往。我所知道的冯雪峰“回忆录。胡愈之作,载《新文学史料3》1985年期。回忆儿十年来同冯雪峰的一些重要接触,特别是年月他到上海会见冯雪峰的经过",左联词典 第132页; 左联词典 第596页,3,SRC-0054;SRC-0522,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03957,ZLH-112,ZLH-130,组织隶属,合作,合作,,合作,,,formal,100,critical,"0月第期又发表凄受华、冰心、戴望舒等的作品。但是读者注意到,以后出版的每一期,色调都渐渐“红“了起来,这正反映了主编丁玲日益昂扬的心态。在敌人的心脏里,自然难",左联史 第445页,1,SRC-0641,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-03958,ZLH-112,ZLH-131,交游,交游,交游,,交游,,,formal,25,low,"达夫(王自立),杨骚(钦鸿),戴望舒、杜衡(以上应国靖),魏金枝、艾芜、沙汀、徐懋庸、周立波(以上王尔龄),茅眉、于伶(以上孔海珠),胡也频、草明(以上余仁凯)",左联词典 第563页,1,SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03959,ZLH-112,ZLH-137,地下通讯,地下通讯,地下通讯,,地下通讯,,,formal,25,low,"为营救丁、潘,同年月日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文; 和潘梓年被国民党特务秘密幽架,蔡元培、杨铨等位文化界人士联名致电南京国民党当局,要求“援法衡情,量予释放,或移交法院,从宽办理。“他在电文上茅名,同年月,",左联词典 第132页; 左联词典 第205页,3,SRC-0054;SRC-0897,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03960,ZLH-112,ZLH-139,交游,交游,交游,,交游,,,formal,25,low,"表鲁迅、茅盾、郁达夫、叶绍钧、陈望道、洪深、杜衡、田汉、丁玲等位左翼作家签署的《为横死之小林遗族募捐启》,声援日木革命。同年月日下午,她和前来联系工作的",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03961,ZLH-112,ZLH-141,交游,交游,交游,,交游,,,formal,25,low,"《文化月报》创刊号发表左联庆祈高尔基文学活动四十周年的祝词《高尔基的四十年创作生活一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍); 《东平的眉目》(郭沫名)、《论戴望舒的诗》(薹风)、《读大板井》(穆木天)和《之术本质的地是战斗3(高尔基作,代石译)、《苏维埃文学底新",左联词典 第132页; 左联词典 第493页,3,SRC-0054;SRC-0823,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03962,ZLH-112,ZLH-142,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"》、《十月》及其他除了高尔基、法捷耶夫、绥拉菲莫维奇等苏联老一辈作家之外,左联作家们还翻译介绍了许多其他年轻一代苏联作家的作品,让中国读者从中了解到十月革命前后",左联史 第693页,1,SRC-0873,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-03963,ZLH-112,ZLH-144,创作合作,创作合作,创作合作,,创作合作,,,formal,25,low,",同年月,在《中国著作家欢迎巴比塞代表团启事)上签名,支持世界反战大会在上海召开,欢迎巴比塞代表团来华。同年,与戴望舒合编《现代创作仰刊》,收左联作",左联词典 第205页,1,SRC-0897,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03964,ZLH-112,ZLH-147,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"斯著沈余译)、《石炭王》(美国辛克莱著坎人译)、《屠场》(美国辛克莱著易坎人@译)、《银盒》和《法网》(均为英国高尔斯华绿著郭沫若译)、《日本现代剧三种》(日本; 普罗文艺作品“。《煤油》“美国辛克莱著,易坎人(郭沫若)译,1930年当局令邮检部门对其扣留,理由为:“作者是生长在资本主义最发达的美国,他的著作,都是反对资本; 《苍闷》,孙席珍《战场上》、《辛克莱译传》,冯宪章《梦后》、《叶山嘉树集",左联史 第18页; 左联史 第102页; 左联史 第231页,4,SRC-0725;SRC-0754;SRC-0726,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
