event_id,event_name,event_scope,canonical_event_key,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,display_note,correction_reason,confidence,needs_manual_review
EVT-00055,夏衍1936年抗议活动记录,entity,夏衍1936年抗议活动记录|ZLH-004|1936,夏衍抗议活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 夏衍 在 上海 有“抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00249,宋庆龄1936年上海文学活动记录,entity,宋庆龄1936年上海文学活动记录|ZLH-136|1936,宋庆龄上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 宋庆龄 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00128,林淡秋1936年上海大学文学活动记录,entity,林淡秋1936年上海大学文学活动记录|ZLH-047|1936,林淡秋上海大学文学活动,1936,年,PLC-00043,上海大学,宝山路上大路99号,121.473,31.260,SRC-0001,当前仅能确认 1936 年 林淡秋 在 上海大学 有“上海大学文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00130,林淡秋1936年上海文学活动记录,entity,林淡秋1936年上海文学活动记录|ZLH-047|1936,林淡秋上海文学活动,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 林淡秋 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00129,林淡秋1936年创造社文学活动记录,entity,林淡秋1936年创造社文学活动记录|ZLH-047|1936,林淡秋创造社文学活动,1936,年,PLC-00005,创造社（宝山路）,闸北区宝山路一带,121.473,31.260,SRC-0001,当前仅能确认 1936 年 林淡秋 在 创造社（宝山路） 有“创造社文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00157,沙汀1936年上海文学交流记录,entity,沙汀1936年上海文学交流记录|ZLH-025|1936,沙汀上海文学交流,1936,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1936 年 沙汀 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00164,1937年上海抗日救亡签名活动记录,collective,1937年上海抗日救亡签名活动记录,上海抗日救亡签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年在 上海 存在“上海抗日救亡签名活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00192,1937年上海抗日签名活动记录,collective,1937年上海抗日签名活动记录,上海抗日签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年在 上海 存在“上海抗日签名活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00241,1937年生活书店活动记录,collective,1937年生活书店活动记录,生活书店活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年在 生活书店（福州路） 存在“生活书店活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00210,任白戈1937年上海一般活动记录,entity,任白戈1937年上海一般活动记录|ZLH-063|1937,任白戈上海一般活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 任白戈 在 上海 有“上海一般活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00211,叶以群1937年上海一般活动记录,entity,叶以群1937年上海一般活动记录|ZLH-091|1937,叶以群上海一般活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 叶以群 在 上海 有“上海一般活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00233,孙席珍1937年上海文学活动记录,entity,孙席珍1937年上海文学活动记录|ZLH-116|1937,孙席珍上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 孙席珍 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00232,孙席珍1937年生活书店文学活动记录,entity,孙席珍1937年生活书店文学活动记录|ZLH-116|1937,孙席珍生活书店文学活动,1937,年,PLC-00064,生活书店,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年 孙席珍 在 生活书店 有“生活书店文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00152,张天翼1937年上海抗议活动记录,entity,张天翼1937年上海抗议活动记录|ZLH-022|1937,张天翼上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 张天翼 在 上海 有“上海抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00173,徐懋庸1937年上海抗议签名活动记录,entity,徐懋庸1937年上海抗议签名活动记录|ZLH-032|1937,徐懋庸上海抗议签名活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 徐懋庸 在 上海 有“上海抗议签名活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00172,徐懋庸1937年生活书店抗议活动记录,entity,徐懋庸1937年生活书店抗议活动记录|ZLH-032|1937,徐懋庸生活书店抗议活动,1937,年,PLC-00064,生活书店,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年 徐懋庸 在 生活书店 有“生活书店抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00221,柳倩1937年上海文化活动记录,entity,柳倩1937年上海文化活动记录|ZLH-077|1937,柳倩上海文化活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 柳倩 在 上海 有“上海文化活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00220,柳倩1937年生活书店活动记录,entity,柳倩1937年生活书店活动记录|ZLH-077|1937,柳倩生活书店活动,1937,年,PLC-00064,生活书店,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年 柳倩 在 生活书店 有“生活书店活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00199,王任叔上海文化交流,entity,王任叔上海文化交流|ZLH-048,王任叔上海文化交流,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,王任叔于1937在上海有相关记录。,,low,no
EVT-00195,端木蕻良1937年上海文学交流记录,entity,端木蕻良1937年上海文学交流记录|ZLH-043|1937,端木蕻良上海文学交流,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 端木蕻良 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00090,艾芜1937年上海文学活动记录,entity,艾芜1937年上海文学活动记录|ZLH-024|1937,艾芜上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 艾芜 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00088,艾芜1937年生活书店文学活动记录,entity,艾芜1937年生活书店文学活动记录|ZLH-024|1937,艾芜生活书店文学活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年 艾芜 在 生活书店（福州路） 有“生活书店文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00160,萧军1937年上海抗议活动记录,entity,萧军1937年上海抗议活动记录|ZLH-027|1937,萧军上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 萧军 在 上海 有“上海抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00161,萧红1937年上海抗议活动记录,entity,萧红1937年上海抗议活动记录|ZLH-028|1937,萧红上海抗议活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 萧红 在 上海 有“上海抗议活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00242,邹韬奋1937年上海活动记录,entity,邹韬奋1937年上海活动记录|ZLH-123|1937,邹韬奋上海活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 邹韬奋 在 上海 有“上海活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00089,郑伯奇1937年上海文学活动记录,entity,郑伯奇1937年上海文学活动记录|ZLH-009|1937,郑伯奇上海文学活动,1937,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1937 年 郑伯奇 在 上海 有“上海文学活动”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00087,郑伯奇1937年生活书店文学活动记录,entity,郑伯奇1937年生活书店文学活动记录|ZLH-009|1937,郑伯奇生活书店文学活动,1937,年,PLC-00035,生活书店（福州路）,福州路465号,121.484,31.238,SRC-0001,当前仅能确认 1937 年 郑伯奇 在 生活书店（福州路） 有“生活书店文学活动”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00198,林淡秋1938年上海文学交流记录,entity,林淡秋1938年上海文学交流记录|ZLH-047|1938,林淡秋上海文学交流,1938,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1938 年 林淡秋 在 上海 有“上海文学交流”相关记录，尚不足以定位到单一具体事件。,,low,no
EVT-00197,林淡秋商务印书馆文学讲座,entity,林淡秋商务印书馆文学讲座|ZLH-047,林淡秋商务印书馆文学讲座,1938,年,PLC-00046,商务印书馆,河南中路309号,121.480,31.253,SRC-0001,林淡秋于1938在商务印书馆有相关记录。,,low,no
EVT-00214,1940年上海文学交流会记录,collective,1940年上海文学交流会记录,上海文学交流会,1940,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,当前仅能确认 1940 年在 上海 存在“上海文学交流会”相关记录，尚不足以定位到单一具体事件。,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00213,《文学月报》讨论会,collective,《文学月报》讨论会,《文学月报》讨论会,1940,年,PLC-00030,文学月报,四川北路多伦路口,121.485,31.265,SRC-0001,《文学月报》讨论会于1940在文学月报有相关记录。,,low,no
